Index	Sentence	Entity	Entity_Startindex	Entity_Stopindex	Entity_Info
PMC5503597_OgerInput.txtOger_out.csv:101	On the contrary, Prostate Cancer samples with relatively low Cytochrome P450 1b1 expression had a significantly higher level of Caspase-1 expression as compared to those with high Cytochrome P450 1b1 expression. 	Cytochrome P450	15278	15293	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:101	On the contrary, Prostate Cancer samples with relatively low Cytochrome P450 1b1 expression had a significantly higher level of Caspase-1 expression as compared to those with high Cytochrome P450 1b1 expression. 	Cytochrome P450	15278	15293	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:102	In addition, increased Caspase-1 expression was found in the tumors injected with or stably expressing Cytochrome P450 1b1 shRNA (Figure  and. 	Cytochrome P450	15413	15428	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:102	In addition, increased Caspase-1 expression was found in the tumors injected with or stably expressing Cytochrome P450 1b1 shRNA (Figure  and. 	Cytochrome P450	15413	15428	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:103	Since Cytochrome P450 1b1 is implicated as an important factor in the development of various cancers, understanding the precise mechanisms of CYP1B1-mediated cancer progression is required in the development of new strategies for cancer treatment. 	Cytochrome P450	15459	15474	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:103	Since Cytochrome P450 1b1 is implicated as an important factor in the development of various cancers, understanding the precise mechanisms of CYP1B1-mediated cancer progression is required in the development of new strategies for cancer treatment. 	Cytochrome P450	15459	15474	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:104	Cytochrome P450 1b1 provokes an oncogenic phenotype by damaging DNA through the formation of 8-hydroxy-2-deoxyguanosine. 	Cytochrome P450	15701	15716	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:104	Cytochrome P450 1b1 provokes an oncogenic phenotype by damaging DNA through the formation of 8-hydroxy-2-deoxyguanosine. 	Cytochrome P450	15701	15716	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:105	Recently, several molecular targets of Cytochrome P450 1b1 have been found and indicate the participation of Cytochrome P450 1b1 in multiple pathways during the progression of various types of cancer [,. 	Cytochrome P450	15861	15876	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:105	Recently, several molecular targets of Cytochrome P450 1b1 have been found and indicate the participation of Cytochrome P450 1b1 in multiple pathways during the progression of various types of cancer [,. 	Cytochrome P450	15861	15876	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:105	Recently, several molecular targets of Cytochrome P450 1b1 have been found and indicate the participation of Cytochrome P450 1b1 in multiple pathways during the progression of various types of cancer [,. 	Cytochrome P450	15931	15946	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:105	Recently, several molecular targets of Cytochrome P450 1b1 have been found and indicate the participation of Cytochrome P450 1b1 in multiple pathways during the progression of various types of cancer [,. 	Cytochrome P450	15931	15946	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:111	2,3,7,8-Tetrachlorodibenzo-p-dioxin, a strong Cytochrome P450 1b1 activator, suppressed activities of Caspase-1 and CASP3 in the apoptotic cell death of hepatocytes. 	Cytochrome P450	16822	16837	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:111	2,3,7,8-Tetrachlorodibenzo-p-dioxin, a strong Cytochrome P450 1b1 activator, suppressed activities of Caspase-1 and CASP3 in the apoptotic cell death of hepatocytes. 	Cytochrome P450	16822	16837	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:112	In this study, we found that Caspase-1 is significantly up-regulated by Cytochrome P450 1b1 inhibition and is a newly identified target molecule of CYP1B1-mediated tumorigenesis. 	Cytochrome P450	17014	17029	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:112	In this study, we found that Caspase-1 is significantly up-regulated by Cytochrome P450 1b1 inhibition and is a newly identified target molecule of CYP1B1-mediated tumorigenesis. 	Cytochrome P450	17014	17029	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:114	Given that Cytochrome P450 1b1 knockdown increases Caspase-1, we suggest an alternative mechanism for Caspase-1 suppression and its critical role in CYP1B1-mediated regulation of Prostate Cancer progression. 	Cytochrome P450	17190	17205	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:114	Given that Cytochrome P450 1b1 knockdown increases Caspase-1, we suggest an alternative mechanism for Caspase-1 suppression and its critical role in CYP1B1-mediated regulation of Prostate Cancer progression. 	Cytochrome P450	17190	17205	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:115	According to Gregoraszczuk et al., 17BETA-estradiol (E_2) increases Cytochrome P450 1b1 protein expression, changing the local metabolic activation pathway to increased 4-OHE_2 production. 	Cytochrome P450	17455	17470	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:115	According to Gregoraszczuk et al., 17BETA-estradiol (E_2) increases Cytochrome P450 1b1 protein expression, changing the local metabolic activation pathway to increased 4-OHE_2 production. 	Cytochrome P450	17455	17470	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:117	Therefore, it is possible that reduction of 4-OHE_2 levels by Cytochrome P450 1b1 suppression may lead to Caspase-1 activation. 	Cytochrome P450	17684	17699	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:117	Therefore, it is possible that reduction of 4-OHE_2 levels by Cytochrome P450 1b1 suppression may lead to Caspase-1 activation. 	Cytochrome P450	17684	17699	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:118	Cytochrome P450 enzyme promotes reactive oxygen species generation which occurs during the metabolic conversion of procarcinogens to their ultimate reactive electrophilic intermediates. 	Cytochrome P450	17750	17765	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:118	Cytochrome P450 enzyme promotes reactive oxygen species generation which occurs during the metabolic conversion of procarcinogens to their ultimate reactive electrophilic intermediates. 	Cytochrome P450	17750	17765	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:119	However, interestingly, a lack of Cytochrome P450 1b1 expression and/or activity leads to accumulation of Reactive Oxygen Species and increased intracellular oxidative stress in retinal endothelial cells, perivascular supporting cells, and trabecular meshwork cells. 	Cytochrome P450	17970	17985	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:119	However, interestingly, a lack of Cytochrome P450 1b1 expression and/or activity leads to accumulation of Reactive Oxygen Species and increased intracellular oxidative stress in retinal endothelial cells, perivascular supporting cells, and trabecular meshwork cells. 	Cytochrome P450	17970	17985	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:121	Therefore, it is plausible that Reactive Oxygen Species produced by Cytochrome P450 1b1 inhibition activates Caspase-1 which induces antitumor effects in Prostate Cancer cells. 	Cytochrome P450	18339	18354	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:121	Therefore, it is plausible that Reactive Oxygen Species produced by Cytochrome P450 1b1 inhibition activates Caspase-1 which induces antitumor effects in Prostate Cancer cells. 	Cytochrome P450	18339	18354	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:122	Due to a contradictory report suggesting that Cytochrome P450 1b1 shRNA reduces Reactive Oxygen Species production in vascular smooth muscle cell, this hypothesis needs further clarification. 	Cytochrome P450	18494	18509	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:122	Due to a contradictory report suggesting that Cytochrome P450 1b1 shRNA reduces Reactive Oxygen Species production in vascular smooth muscle cell, this hypothesis needs further clarification. 	Cytochrome P450	18494	18509	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:124	Thus, it would be of interest to examine the expression and function of Cytochrome P450 1b1 in pancreatic cancer and determine its relationship with Caspase-1. 	Cytochrome P450	18810	18825	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:124	Thus, it would be of interest to examine the expression and function of Cytochrome P450 1b1 in pancreatic cancer and determine its relationship with Caspase-1. 	Cytochrome P450	18810	18825	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:125	To analyze the therapeutic potential of lentivirus-delivered Cytochrome P450 1b1 shRNA, we performed a pre-clinical study. 	Cytochrome P450	18959	18974	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:125	To analyze the therapeutic potential of lentivirus-delivered Cytochrome P450 1b1 shRNA, we performed a pre-clinical study. 	Cytochrome P450	18959	18974	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:126	The recombinant lentivirus expressing Cytochrome P450 1b1 shRNA was intratumorally injected into established tumors or tumor cells expressing Cytochrome P450 1b1 shRNA were injected into nude mice. 	Cytochrome P450	19059	19074	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:126	The recombinant lentivirus expressing Cytochrome P450 1b1 shRNA was intratumorally injected into established tumors or tumor cells expressing Cytochrome P450 1b1 shRNA were injected into nude mice. 	Cytochrome P450	19059	19074	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:126	The recombinant lentivirus expressing Cytochrome P450 1b1 shRNA was intratumorally injected into established tumors or tumor cells expressing Cytochrome P450 1b1 shRNA were injected into nude mice. 	Cytochrome P450	19163	19178	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:126	The recombinant lentivirus expressing Cytochrome P450 1b1 shRNA was intratumorally injected into established tumors or tumor cells expressing Cytochrome P450 1b1 shRNA were injected into nude mice. 	Cytochrome P450	19163	19178	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:128	These results demonstrate that Cytochrome P450 1b1 inhibition by lentivirus-mediated shRNA resulted in a beneficial effect in vivo. 	Cytochrome P450	19323	19338	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:128	These results demonstrate that Cytochrome P450 1b1 inhibition by lentivirus-mediated shRNA resulted in a beneficial effect in vivo. 	Cytochrome P450	19323	19338	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:129	To our knowledge, our study is the first report determining the therapeutic effect of lentivirus expressing Cytochrome P450 1b1 shRNA. 	Cytochrome P450	19532	19547	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:129	To our knowledge, our study is the first report determining the therapeutic effect of lentivirus expressing Cytochrome P450 1b1 shRNA. 	Cytochrome P450	19532	19547	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:134	Further development of a lentiviral vector expressing Cytochrome P450 1b1 shRNA may result in a protective effect in vivo against Prostate Cancer. 	Cytochrome P450	19972	19987	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:134	Further development of a lentiviral vector expressing Cytochrome P450 1b1 shRNA may result in a protective effect in vivo against Prostate Cancer. 	Cytochrome P450	19972	19987	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:135	Cytochrome P450 1b1 is overexpressed in a variety of human tumor cells including prostate cancer [,. 	Cytochrome P450	20065	20080	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:135	Cytochrome P450 1b1 is overexpressed in a variety of human tumor cells including prostate cancer [,. 	Cytochrome P450	20065	20080	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:137	Here, we demonstrate that high levels of Cytochrome P450 1b1 are associated with parameters such as Gleason score and survival rate of Prostate Cancer patients. 	Cytochrome P450	20291	20306	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:137	Here, we demonstrate that high levels of Cytochrome P450 1b1 are associated with parameters such as Gleason score and survival rate of Prostate Cancer patients. 	Cytochrome P450	20291	20306	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:138	Thus, Cytochrome P450 1b1 could be a potential prognostic and diagnostic marker for Prostate Cancer. 	Cytochrome P450	20417	20432	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:138	Thus, Cytochrome P450 1b1 could be a potential prognostic and diagnostic marker for Prostate Cancer. 	Cytochrome P450	20417	20432	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:139	We also found that Cytochrome P450 1b1 expression is inversely associated with Caspase-1 levels in human Prostate Cancer tissues (Figure. 	Cytochrome P450	20531	20546	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:139	We also found that Cytochrome P450 1b1 expression is inversely associated with Caspase-1 levels in human Prostate Cancer tissues (Figure. 	Cytochrome P450	20531	20546	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:142	In addition, it will be of interest to perform studies on the association of Cytochrome P450 1b1 expression and its polymorphic variants with Caspase-1 expression in Prostate Cancer patients. 	Cytochrome P450	21212	21227	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:142	In addition, it will be of interest to perform studies on the association of Cytochrome P450 1b1 expression and its polymorphic variants with Caspase-1 expression in Prostate Cancer patients. 	Cytochrome P450	21212	21227	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:143	In summary, the present study demonstrates that Cytochrome P450 1b1 induces tumorigenecity of Prostate Cancer cells by modulating Caspase-1 expression. 	Cytochrome P450	21375	21390	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:143	In summary, the present study demonstrates that Cytochrome P450 1b1 induces tumorigenecity of Prostate Cancer cells by modulating Caspase-1 expression. 	Cytochrome P450	21375	21390	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:144	We also presented data indicating the feasibility of using in vivo lentivirus-delivered Cytochrome P450 1b1 shRNA to reduce the tumor burden in animals. 	Cytochrome P450	21567	21582	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:144	We also presented data indicating the feasibility of using in vivo lentivirus-delivered Cytochrome P450 1b1 shRNA to reduce the tumor burden in animals. 	Cytochrome P450	21567	21582	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:145	This result supports the idea that attenuation of Cytochrome P450 1b1 may be useful in the treatment of Prostate Cancer. 	Cytochrome P450	21682	21697	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:145	This result supports the idea that attenuation of Cytochrome P450 1b1 may be useful in the treatment of Prostate Cancer. 	Cytochrome P450	21682	21697	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:146	Finally, we show the clinical relevance and inverse correlation between Cytochrome P450 1b1 and Caspase-1 in human tissue specimens. 	Cytochrome P450	21825	21840	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:146	Finally, we show the clinical relevance and inverse correlation between Cytochrome P450 1b1 and Caspase-1 in human tissue specimens. 	Cytochrome P450	21825	21840	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:160	Immunoblotting was carried out according to standard protocols with antibodies against TNFRSF9 (Sigma), Lymphotoxin Alpha (GeneTex, San Antonio, TX), Cytochrome P450 1b1, CD27, Interleukin 8, Thrombospondin 1 (Abcam, Cambridge, MA), Spleen Tyrosine Kinase, Fbj Murine Osteosarcoma Viral Oncogene Homolog, Myelocytomatosis Viral Oncogene Homolog, NFKBIA, CASPASE-1 (Cell Signaling Technology, Danvers, MA). 	Cytochrome P450	23553	23568	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:160	Immunoblotting was carried out according to standard protocols with antibodies against TNFRSF9 (Sigma), Lymphotoxin Alpha (GeneTex, San Antonio, TX), Cytochrome P450 1b1, CD27, Interleukin 8, Thrombospondin 1 (Abcam, Cambridge, MA), Spleen Tyrosine Kinase, Fbj Murine Osteosarcoma Viral Oncogene Homolog, Myelocytomatosis Viral Oncogene Homolog, NFKBIA, CASPASE-1 (Cell Signaling Technology, Danvers, MA). 	Cytochrome P450	23553	23568	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:162	Ectopic expression of Cytochrome P450 1b1 plasmid (OriGene Techologies, Rockville, MD) in RWPE-1 cells and Cytochrome P450 1b1 shRNA (Origene) in PC-3 and DU145 cells along with their controls were achieved using lentivirus as per the manufacturer's instructions. 	Cytochrome P450	23955	23970	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:162	Ectopic expression of Cytochrome P450 1b1 plasmid (OriGene Techologies, Rockville, MD) in RWPE-1 cells and Cytochrome P450 1b1 shRNA (Origene) in PC-3 and DU145 cells along with their controls were achieved using lentivirus as per the manufacturer's instructions. 	Cytochrome P450	23955	23970	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:162	Ectopic expression of Cytochrome P450 1b1 plasmid (OriGene Techologies, Rockville, MD) in RWPE-1 cells and Cytochrome P450 1b1 shRNA (Origene) in PC-3 and DU145 cells along with their controls were achieved using lentivirus as per the manufacturer's instructions. 	Cytochrome P450	24040	24055	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:162	Ectopic expression of Cytochrome P450 1b1 plasmid (OriGene Techologies, Rockville, MD) in RWPE-1 cells and Cytochrome P450 1b1 shRNA (Origene) in PC-3 and DU145 cells along with their controls were achieved using lentivirus as per the manufacturer's instructions. 	Cytochrome P450	24040	24055	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:177	For intratumoral injection of lentivirus-mediated Cytochrome P450 1b1 shRNA, five week old male mice (Charles River, Burlington, MA) were injected subcutaneously into the dorsal flank area with 200 l of RPMI 1640 medium containing PC-3 cells (510^6 cells). 	Cytochrome P450	26209	26224	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:177	For intratumoral injection of lentivirus-mediated Cytochrome P450 1b1 shRNA, five week old male mice (Charles River, Burlington, MA) were injected subcutaneously into the dorsal flank area with 200 l of RPMI 1640 medium containing PC-3 cells (510^6 cells). 	Cytochrome P450	26209	26224	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:178	Once tumors reached a volume of 30-40 mm^3, the tumors were injected every 3 days with 50 l (410^7 cells) of viral particles containing Cytochrome P450 1b1 or control shRNA. 	Cytochrome P450	26552	26567	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:178	Once tumors reached a volume of 30-40 mm^3, the tumors were injected every 3 days with 50 l (410^7 cells) of viral particles containing Cytochrome P450 1b1 or control shRNA. 	Cytochrome P450	26552	26567	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:179	For the subcutaneous xenograft mouse model, PC-3 cells (510^6 cells) stably transfected with either Cytochrome P450 1b1 shRNA #4-2 or control shRNA suspended in 100 l RPMI 1640 medium were subcutaneously injected into the right backside flank of five week old male nude mice. 	Cytochrome P450	26690	26705	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:179	For the subcutaneous xenograft mouse model, PC-3 cells (510^6 cells) stably transfected with either Cytochrome P450 1b1 shRNA #4-2 or control shRNA suspended in 100 l RPMI 1640 medium were subcutaneously injected into the right backside flank of five week old male nude mice. 	Cytochrome P450	26690	26705	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:189	To investigate the expression of genes regulated by Cytochrome P450 1b1 inhibition, the RT^2 Profiler PCR Array Human Apoptosis and Human Cancer PathwayFinder (SABiosciences, Frederick, MD) were used as per manufacturer's instructions. 	Cytochrome P450	28759	28774	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:189	To investigate the expression of genes regulated by Cytochrome P450 1b1 inhibition, the RT^2 Profiler PCR Array Human Apoptosis and Human Cancer PathwayFinder (SABiosciences, Frederick, MD) were used as per manufacturer's instructions. 	Cytochrome P450	28759	28774	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:197	Chi-square test was used for analyzing the correlation between clinicopathologic parameters and Cytochrome P450 1b1 protein expression. 	Cytochrome P450	29849	29864	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5503597_OgerInput.txtOger_out.csv:197	Chi-square test was used for analyzing the correlation between clinicopathologic parameters and Cytochrome P450 1b1 protein expression. 	Cytochrome P450	29849	29864	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5546780_OgerInput.txtOger_out.csv:4	Our aim in using nanocarriers was to target the natural CYP3A4-inhibiting agent to hepatic Cytochrome P450 3a4 and leave drug-metabolizing enzymes in other organs undisturbed. 	Cytochrome P450	409	424	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5546780_OgerInput.txtOger_out.csv:4	Our aim in using nanocarriers was to target the natural CYP3A4-inhibiting agent to hepatic Cytochrome P450 3a4 and leave drug-metabolizing enzymes in other organs undisturbed. 	Cytochrome P450	409	424	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
PMC5546780_OgerInput.txtOger_out.csv:7	Nanocarriers were evaluated in vitro for their Cytochrome P450 3a4 inhibition capacity and in vivo for their biodistribution, and finally injected 24 hours prior to the drug docetaxel, for their ability to improve the efficiency of the drug docetaxel. 	Cytochrome P450	754	769	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_344', 'CUI-less')
PMC5546780_OgerInput.txtOger_out.csv:7	Nanocarriers were evaluated in vitro for their Cytochrome P450 3a4 inhibition capacity and in vivo for their biodistribution, and finally injected 24 hours prior to the drug docetaxel, for their ability to improve the efficiency of the drug docetaxel. 	Cytochrome P450	754	769	('Cytochromes', 'Cytochrome P-450 Enzyme System', 'NCCS', 'NCCS_352', 'CUI-less')
